WARNING:tensorflow:From /usr/local/lib/python3.8/dist-packages/tensorflow/python/compat/v2_compat.py:111: disable_resource_variables (from tensorflow.python.ops.variable_scope) is deprecated and will be removed in a future version.
Instructions for updating:
non-resource variables are not supported in the long term
source_pan_data shape: (1296, 264, 264, 1)
gt_data shape: (1296, 264, 264, 4)
data shape: (1296, 264, 264, 5)
Epoches: 100, Batch_size: 10
Train images number 1296, Batches: 129.

Train set has been trimmed 6 samples...

2021-12-06 01:12:42.912228: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2021-12-06 01:12:43.439923: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 78874 MB memory:  -> device: 0, name: NVIDIA A100 80GB PCIe, pci bus id: 0000:27:00.0, compute capability: 8.0
out shape: (10, 66, 66, 4)
2021-12-06 01:12:46.509660: I tensorflow/stream_executor/cuda/cuda_dnn.cc:366] Loaded cuDNN version 8301
Epoch:1/100: step:100, lr:0.0018431431, loss:0.17998943, elapsed_time:0:00:09.776202
Epoch:27/100: step:3400, lr:0.00012445672, loss:0.0057032807, elapsed_time:0:02:15.309206

Epoch:28/100: step:3500, lr:0.00011469578, loss:0.005890142, elapsed_time:0:02:19.411230

Epoch:28/100: step:3600, lr:0.000105700354, loss:0.005467851, elapsed_time:0:02:22.495814

Epoch:29/100: step:3700, lr:9.741044e-05, loss:0.005604364, elapsed_time:0:02:26.952510

Epoch:30/100: step:3800, lr:8.97707e-05, loss:0.0054755034, elapsed_time:0:02:31.692120

Epoch:31/100: step:3900, lr:8.273013e-05, loss:0.0054470147, elapsed_time:0:02:36.477713

Epoch:32/100: step:4000, lr:7.624172e-05, loss:0.005284198, elapsed_time:0:02:41.193748

Epoch:32/100: step:4100, lr:7.026221e-05, loss:0.0052298787, elapsed_time:0:02:45.165185

Epoch:33/100: step:4200, lr:6.475165e-05, loss:0.0052592736, elapsed_time:0:02:49.522978

Epoch:34/100: step:4300, lr:5.967329e-05, loss:0.005318612, elapsed_time:0:02:53.669269

Epoch:35/100: step:4400, lr:5.4993186e-05, loss:0.005026714, elapsed_time:0:02:57.950433

Epoch:35/100: step:4500, lr:5.0680177e-05, loss:0.005235669, elapsed_time:0:03:01.084284

Epoch:36/100: step:4600, lr:4.6705394e-05, loss:0.00495285, elapsed_time:0:03:04.840961

Epoch:37/100: step:4700, lr:4.3042368e-05, loss:0.005110911, elapsed_time:0:03:08.645482

Epoch:38/100: step:4800, lr:3.9666633e-05, loss:0.0049191895, elapsed_time:0:03:12.725677

Epoch:38/100: step:4900, lr:3.6555623e-05, loss:0.0049545774, elapsed_time:0:03:16.047702

Epoch:39/100: step:5000, lr:3.368864e-05, loss:0.0046851626, elapsed_time:0:03:20.316406

Epoch:40/100: step:5100, lr:3.1046486e-05, loss:0.004839762, elapsed_time:0:03:24.521506

Epoch:41/100: step:5200, lr:2.8611561e-05, loss:0.0047898246, elapsed_time:0:03:29.055092

Epoch:42/100: step:5300, lr:2.6367603e-05, loss:0.004819006, elapsed_time:0:03:33.362687

Epoch:42/100: step:5400, lr:2.4299627e-05, loss:0.0046328786, elapsed_time:0:03:36.906204

Epoch:43/100: step:5500, lr:2.2393848e-05, loss:0.004671963, elapsed_time:0:03:41.121978

Epoch:44/100: step:5600, lr:2.0637535e-05, loss:0.004718842, elapsed_time:0:03:45.193248

Epoch:45/100: step:5700, lr:1.9018968e-05, loss:0.0048203245, elapsed_time:0:03:49.083509

Epoch:45/100: step:5800, lr:1.7527342e-05, loss:0.004481799, elapsed_time:0:03:52.180781

Epoch:46/100: step:5900, lr:1.6152695e-05, loss:0.0046153907, elapsed_time:0:03:56.025070

Epoch:47/100: step:6000, lr:1.4885864e-05, loss:0.0044957493, elapsed_time:0:03:59.877103

Epoch:48/100: step:6100, lr:1.3718386e-05, loss:0.0043939184, elapsed_time:0:04:03.875468

Epoch:49/100: step:6200, lr:1.2642482e-05, loss:0.0045707803, elapsed_time:0:04:07.762140

Epoch:49/100: step:6300, lr:1.1650952e-05, loss:0.0046426714, elapsed_time:0:04:10.762266

Epoch:50/100: step:6400, lr:1.0737183e-05, loss:0.00445893, elapsed_time:0:04:14.494403

Epoch:51/100: step:6500, lr:9.895084e-06, loss:0.004685508, elapsed_time:0:04:18.417081

Epoch:52/100: step:6600, lr:9.119026e-06, loss:0.0044338317, elapsed_time:0:04:22.786156

Epoch:52/100: step:6700, lr:8.403836e-06, loss:0.004486291, elapsed_time:0:04:25.988988

Epoch:53/100: step:6800, lr:7.744739e-06, loss:0.004547362, elapsed_time:0:04:30.024000

Epoch:54/100: step:6900, lr:7.1373297e-06, loss:0.004417521, elapsed_time:0:04:34.134388

Epoch:55/100: step:7000, lr:6.5775607e-06, loss:0.0045213182, elapsed_time:0:04:37.969043

Epoch:56/100: step:7100, lr:6.0616912e-06, loss:0.0042720684, elapsed_time:0:04:41.818138

Epoch:56/100: step:7200, lr:5.5862824e-06, loss:0.0045420057, elapsed_time:0:04:44.760010

Epoch:57/100: step:7300, lr:5.1481597e-06, loss:0.004211051, elapsed_time:0:04:48.882600

Epoch:58/100: step:7400, lr:4.7443964e-06, loss:0.0045392876, elapsed_time:0:04:53.010292

Epoch:59/100: step:7500, lr:4.372303e-06, loss:0.004373048, elapsed_time:0:04:56.933899

Epoch:59/100: step:7600, lr:4.0293894e-06, loss:0.004350364, elapsed_time:0:05:00.639196

Epoch:60/100: step:7700, lr:3.7133705e-06, loss:0.0043258364, elapsed_time:0:05:04.915012

Epoch:61/100: step:7800, lr:3.422137e-06, loss:0.004352327, elapsed_time:0:05:09.265092

Epoch:62/100: step:7900, lr:3.1537431e-06, loss:0.0043027876, elapsed_time:0:05:13.136326

Epoch:63/100: step:8000, lr:2.9064004e-06, loss:0.004463313, elapsed_time:0:05:17.121905

Epoch:63/100: step:8100, lr:2.678455e-06, loss:0.0043882467, elapsed_time:0:05:20.368712

Epoch:64/100: step:8200, lr:2.4683893e-06, loss:0.004364501, elapsed_time:0:05:25.037444

Epoch:65/100: step:8300, lr:2.274797e-06, loss:0.004250787, elapsed_time:0:05:29.017890

Epoch:66/100: step:8400, lr:2.0963882e-06, loss:0.004158148, elapsed_time:0:05:32.736918

Epoch:66/100: step:8500, lr:1.9319718e-06, loss:0.004290047, elapsed_time:0:05:35.818946

Epoch:67/100: step:8600, lr:1.7804506e-06, loss:0.0042500114, elapsed_time:0:05:40.064403

Epoch:68/100: step:8700, lr:1.6408117e-06, loss:0.004208022, elapsed_time:0:05:44.082848

Epoch:69/100: step:8800, lr:1.5121253e-06, loss:0.0042163106, elapsed_time:0:05:47.905776

Epoch:69/100: step:8900, lr:1.3935326e-06, loss:0.00425952, elapsed_time:0:05:51.753006

Epoch:70/100: step:9000, lr:1.2842399e-06, loss:0.0041299877, elapsed_time:0:05:55.924055

Epoch:71/100: step:9100, lr:1.1835192e-06, loss:0.004178638, elapsed_time:0:06:02.318419

Epoch:72/100: step:9200, lr:1.090697e-06, loss:0.004256788, elapsed_time:0:06:06.373868

Epoch:73/100: step:9300, lr:1.0051555e-06, loss:0.0041454583, elapsed_time:0:06:10.172884

Epoch:73/100: step:9400, lr:9.263226e-07, loss:0.004117259, elapsed_time:0:06:13.528847

Epoch:74/100: step:9500, lr:8.5367316e-07, loss:0.004049223, elapsed_time:0:06:20.324832

Epoch:75/100: step:9600, lr:7.8672093e-07, loss:0.0042238245, elapsed_time:0:06:27.042588

Epoch:76/100: step:9700, lr:7.250192e-07, loss:0.004120841, elapsed_time:0:06:32.356252

Epoch:76/100: step:9800, lr:6.681568e-07, loss:0.0042218883, elapsed_time:0:06:37.232610

Epoch:77/100: step:9900, lr:6.157549e-07, loss:0.0042179776, elapsed_time:0:06:44.013942

Epoch:78/100: step:10000, lr:5.674623e-07, loss:0.004199342, elapsed_time:0:06:49.764200

Epoch:79/100: step:10100, lr:5.229571e-07, loss:0.004137422, elapsed_time:0:06:55.097788

Epoch:80/100: step:10200, lr:4.8194215e-07, loss:0.0040900307, elapsed_time:0:07:00.103605

Epoch:80/100: step:10300, lr:4.441442e-07, loss:0.004143495, elapsed_time:0:07:05.303694

Epoch:81/100: step:10400, lr:4.0931067e-07, loss:0.004327749, elapsed_time:0:07:10.608528

Epoch:82/100: step:10500, lr:3.7720912e-07, loss:0.004029989, elapsed_time:0:07:14.989512

Epoch:83/100: step:10600, lr:3.4762522e-07, loss:0.0041973554, elapsed_time:0:07:21.460841

Epoch:83/100: step:10700, lr:3.203613e-07, loss:0.0042239428, elapsed_time:0:07:25.613253

Epoch:84/100: step:10800, lr:2.952359e-07, loss:0.00415344, elapsed_time:0:07:31.616124

Epoch:85/100: step:10900, lr:2.7208105e-07, loss:0.004173259, elapsed_time:0:07:37.216331

Epoch:86/100: step:11000, lr:2.5074215e-07, loss:0.0040222174, elapsed_time:0:07:41.922275

Epoch:87/100: step:11100, lr:2.3107708e-07, loss:0.0041585653, elapsed_time:0:07:47.510908

Epoch:87/100: step:11200, lr:2.1295395e-07, loss:0.0041325404, elapsed_time:0:07:52.058443

Epoch:88/100: step:11300, lr:1.9625232e-07, loss:0.0043025133, elapsed_time:0:07:57.167804

Epoch:89/100: step:11400, lr:1.8086055e-07, loss:0.0042438265, elapsed_time:0:08:03.107142

Epoch:90/100: step:11500, lr:1.6667596e-07, loss:0.004179395, elapsed_time:0:08:08.680526

Epoch:90/100: step:11600, lr:1.5360382e-07, loss:0.004132174, elapsed_time:0:08:12.891587

Epoch:91/100: step:11700, lr:1.4155685e-07, loss:0.0042037168, elapsed_time:0:08:18.516325

Epoch:92/100: step:11800, lr:1.3045477e-07, loss:0.004067989, elapsed_time:0:08:23.282262

Epoch:93/100: step:11900, lr:1.202234e-07, loss:0.0040613255, elapsed_time:0:08:28.195689

Epoch:94/100: step:12000, lr:1.1079448e-07, loss:0.0042483355, elapsed_time:0:08:33.281914

Epoch:94/100: step:12100, lr:1.02105055e-07, loss:0.00407895, elapsed_time:0:08:37.113910

Epoch:95/100: step:12200, lr:9.4097054e-08, loss:0.0042234827, elapsed_time:0:08:41.838992

Epoch:96/100: step:12300, lr:8.671717e-08, loss:0.0041037146, elapsed_time:0:08:46.706541

Epoch:97/100: step:12400, lr:7.991616e-08, loss:0.00417324, elapsed_time:0:08:51.547386

Epoch:97/100: step:12500, lr:7.364848e-08, loss:0.004268827, elapsed_time:0:08:55.016991

Epoch:98/100: step:12600, lr:6.787234e-08, loss:0.0040719183, elapsed_time:0:08:59.607601

Epoch:99/100: step:12700, lr:6.2549184e-08, loss:0.004135024, elapsed_time:0:09:04.431601

Epoch:100/100: step:12800, lr:5.764355e-08, loss:0.0041083745, elapsed_time:0:09:09.148921

Epoch:100/100: step:12900, lr:5.3122665e-08, loss:0.0042490214, elapsed_time:0:09:12.946581

