WARNING:tensorflow:From /usr/local/lib/python3.8/dist-packages/tensorflow/python/compat/v2_compat.py:111: disable_resource_variables (from tensorflow.python.ops.variable_scope) is deprecated and will be removed in a future version.
Instructions for updating:
non-resource variables are not supported in the long term
source_pan_data shape: (1296, 264, 264, 1)
gt_data shape: (1296, 264, 264, 4)
data shape: (1296, 264, 264, 5)
Epoches: 30, Batch_size: 8
Train images number 1296, Batches: 162.

2021-12-05 08:39:23.247062: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2021-12-05 08:39:24.941267: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 38414 MB memory:  -> device: 0, name: A100-PCIE-40GB, pci bus id: 0000:81:00.0, compute capability: 8.0
2021-12-05 08:39:24.943201: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:1 with 38414 MB memory:  -> device: 1, name: A100-PCIE-40GB, pci bus id: 0000:82:00.0, compute capability: 8.0
2021-12-05 08:39:24.945051: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:2 with 38414 MB memory:  -> device: 2, name: A100-PCIE-40GB, pci bus id: 0000:c1:00.0, compute capability: 8.0
2021-12-05 08:39:24.946907: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:3 with 38414 MB memory:  -> device: 3, name: A100-PCIE-40GB, pci bus id: 0000:c2:00.0, compute capability: 8.0
out shape: (8, 264, 264, 1)
MS_converted_PAN shape: (8, 264, 264, 1)
<tf.Variable 'pP_ED/encoder/conv1/kernel:0' shape=(3, 3, 4, 32) dtype=float32_ref>
<tf.Variable 'pP_ED/encoder/conv1/bias:0' shape=(32,) dtype=float32_ref>
<tf.Variable 'pP_ED/encoder/conv2/kernel:0' shape=(3, 3, 32, 64) dtype=float32_ref>
<tf.Variable 'pP_ED/encoder/conv2/bias:0' shape=(64,) dtype=float32_ref>
<tf.Variable 'pP_ED/encoder/conv3/kernel:0' shape=(3, 3, 64, 96) dtype=float32_ref>
<tf.Variable 'pP_ED/encoder/conv3/bias:0' shape=(96,) dtype=float32_ref>
<tf.Variable 'pP_ED_1/decoder/conv2_1/kernel:0' shape=(3, 3, 96, 64) dtype=float32_ref>
<tf.Variable 'pP_ED_1/decoder/conv2_1/bias:0' shape=(64,) dtype=float32_ref>
<tf.Variable 'pP_ED_1/decoder/conv2_2/kernel:0' shape=(3, 3, 64, 32) dtype=float32_ref>
<tf.Variable 'pP_ED_1/decoder/conv2_2/bias:0' shape=(32,) dtype=float32_ref>
<tf.Variable 'pP_ED_1/decoder/conv2_3/kernel:0' shape=(3, 3, 32, 1) dtype=float32_ref>
<tf.Variable 'pP_ED_1/decoder/conv2_3/bias:0' shape=(1,) dtype=float32_ref>
2021-12-05 08:39:28.080046: I tensorflow/stream_executor/cuda/cuda_dnn.cc:366] Loaded cuDNN version 8301
Epoch:1/30: step:100, lr:0.0017426455, loss:0.07122167, pPAN_max:0.8308689, pPAN_min:0.035212725, elapsed_time:0:00:28.185399
Epoch:15/30: step:2400, lr:7.333752e-05, loss:0.011157908, pPAN_max:0.8475909, pPAN_min:0.027975917, elapsed_time:0:08:59.120261

Epoch:16/30: step:2500, lr:6.390065e-05, loss:0.011032455, pPAN_max:0.8472569, pPAN_min:0.028000414, elapsed_time:0:09:21.480376

Epoch:17/30: step:2600, lr:5.567807e-05, loss:0.011074892, pPAN_max:0.8473728, pPAN_min:0.027955472, elapsed_time:0:09:43.873364

Epoch:17/30: step:2700, lr:4.851358e-05, loss:0.01110292, pPAN_max:0.847412, pPAN_min:0.027938515, elapsed_time:0:10:05.812110

Epoch:18/30: step:2800, lr:4.2270967e-05, loss:0.011044078, pPAN_max:0.847337, pPAN_min:0.027904153, elapsed_time:0:10:28.118167

Epoch:18/30: step:2900, lr:3.6831654e-05, loss:0.010982399, pPAN_max:0.84744656, pPAN_min:0.027902156, elapsed_time:0:10:49.877763

Epoch:19/30: step:3000, lr:3.209225e-05, loss:0.011034332, pPAN_max:0.8473169, pPAN_min:0.027885497, elapsed_time:0:11:12.249087

Epoch:20/30: step:3100, lr:2.7962698e-05, loss:0.011099173, pPAN_max:0.84752715, pPAN_min:0.02787581, elapsed_time:0:11:34.665227

Epoch:20/30: step:3200, lr:2.4364546e-05, loss:0.011075042, pPAN_max:0.84739375, pPAN_min:0.02786386, elapsed_time:0:11:56.530389

Epoch:21/30: step:3300, lr:2.1229376e-05, loss:0.011052636, pPAN_max:0.8474067, pPAN_min:0.028420627, elapsed_time:0:12:18.963922

Epoch:21/30: step:3400, lr:1.8497638e-05, loss:0.011043596, pPAN_max:0.84742266, pPAN_min:0.027867347, elapsed_time:0:12:41.070850

Epoch:22/30: step:3500, lr:1.6117414e-05, loss:0.010882534, pPAN_max:0.8474022, pPAN_min:0.027877003, elapsed_time:0:13:03.463965

Epoch:23/30: step:3600, lr:1.4043463e-05, loss:0.011116329, pPAN_max:0.84761447, pPAN_min:0.027864039, elapsed_time:0:13:26.061096

Epoch:23/30: step:3700, lr:1.2236388e-05, loss:0.010946787, pPAN_max:0.8474711, pPAN_min:0.02785191, elapsed_time:0:13:48.124933

Epoch:24/30: step:3800, lr:1.066184e-05, loss:0.01106042, pPAN_max:0.8475616, pPAN_min:0.027613431, elapsed_time:0:14:10.648927

Epoch:25/30: step:3900, lr:9.289908e-06, loss:0.011037028, pPAN_max:0.8475839, pPAN_min:0.027617306, elapsed_time:0:14:33.060403

Epoch:25/30: step:4000, lr:8.094505e-06, loss:0.0109567065, pPAN_max:0.84755725, pPAN_min:0.027611494, elapsed_time:0:14:55.484392

Epoch:26/30: step:4100, lr:7.052926e-06, loss:0.010987667, pPAN_max:0.8474981, pPAN_min:0.027844578, elapsed_time:0:15:18.483922

Epoch:26/30: step:4200, lr:6.145375e-06, loss:0.011094438, pPAN_max:0.8475672, pPAN_min:0.027844667, elapsed_time:0:15:40.994322

Epoch:27/30: step:4300, lr:5.354603e-06, loss:0.010900983, pPAN_max:0.84729856, pPAN_min:0.027867854, elapsed_time:0:16:04.092301

Epoch:28/30: step:4400, lr:4.6655878e-06, loss:0.010995789, pPAN_max:0.84745777, pPAN_min:0.027608216, elapsed_time:0:16:27.106688

Epoch:28/30: step:4500, lr:4.065231e-06, loss:0.010869074, pPAN_max:0.84756005, pPAN_min:0.027823597, elapsed_time:0:16:49.705349

Epoch:29/30: step:4600, lr:3.54213e-06, loss:0.010913001, pPAN_max:0.8474592, pPAN_min:0.027834147, elapsed_time:0:17:12.791895

Epoch:30/30: step:4700, lr:3.0863373e-06, loss:0.0109267235, pPAN_max:0.8475944, pPAN_min:0.027828246, elapsed_time:0:17:36.007151

Epoch:30/30: step:4800, lr:2.6891958e-06, loss:0.0109618995, pPAN_max:0.8474707, pPAN_min:0.027833104, elapsed_time:0:17:58.627665

Epoch:30/30: step:4860, lr:2.4758808e-06, loss:0.010991003, pPAN_max:0.84748566, pPAN_min:0.027611881, elapsed_time:0:18:12.217763

