WARNING:tensorflow:From /usr/local/lib/python3.8/dist-packages/tensorflow/python/compat/v2_compat.py:111: disable_resource_variables (from tensorflow.python.ops.variable_scope) is deprecated and will be removed in a future version.
Instructions for updating:
non-resource variables are not supported in the long term
source_pan_data shape: (1296, 264, 264, 1)
gt_data shape: (1296, 264, 264, 4)
data shape: (1296, 264, 264, 5)
Epoches: 30, Batch_size: 8
Train images number 1296, Batches: 162.

2021-12-05 10:08:42.994113: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2021-12-05 10:08:44.691756: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 38414 MB memory:  -> device: 0, name: A100-PCIE-40GB, pci bus id: 0000:81:00.0, compute capability: 8.0
2021-12-05 10:08:44.693620: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:1 with 38414 MB memory:  -> device: 1, name: A100-PCIE-40GB, pci bus id: 0000:82:00.0, compute capability: 8.0
2021-12-05 10:08:44.695396: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:2 with 38414 MB memory:  -> device: 2, name: A100-PCIE-40GB, pci bus id: 0000:c1:00.0, compute capability: 8.0
2021-12-05 10:08:44.697150: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:3 with 38414 MB memory:  -> device: 3, name: A100-PCIE-40GB, pci bus id: 0000:c2:00.0, compute capability: 8.0
out shape: (8, 264, 264, 4)
PAN_converted_MS shape: (8, 264, 264, 4)
<tf.Variable 'pMS_ED/encoder/conv1/kernel:0' shape=(3, 3, 1, 32) dtype=float32_ref>
<tf.Variable 'pMS_ED/encoder/conv1/bias:0' shape=(32,) dtype=float32_ref>
<tf.Variable 'pMS_ED/encoder/conv2/kernel:0' shape=(3, 3, 32, 64) dtype=float32_ref>
<tf.Variable 'pMS_ED/encoder/conv2/bias:0' shape=(64,) dtype=float32_ref>
<tf.Variable 'pMS_ED/encoder/conv3/kernel:0' shape=(3, 3, 64, 96) dtype=float32_ref>
<tf.Variable 'pMS_ED/encoder/conv3/bias:0' shape=(96,) dtype=float32_ref>
<tf.Variable 'pMS_ED_1/decoder/conv2_1/kernel:0' shape=(3, 3, 96, 64) dtype=float32_ref>
<tf.Variable 'pMS_ED_1/decoder/conv2_1/bias:0' shape=(64,) dtype=float32_ref>
<tf.Variable 'pMS_ED_1/decoder/conv2_2/kernel:0' shape=(3, 3, 64, 32) dtype=float32_ref>
<tf.Variable 'pMS_ED_1/decoder/conv2_2/bias:0' shape=(32,) dtype=float32_ref>
<tf.Variable 'pMS_ED_1/decoder/conv2_3/kernel:0' shape=(3, 3, 32, 4) dtype=float32_ref>
<tf.Variable 'pMS_ED_1/decoder/conv2_3/bias:0' shape=(4,) dtype=float32_ref>
2021-12-05 10:08:48.269081: I tensorflow/stream_executor/cuda/cuda_dnn.cc:366] Loaded cuDNN version 8301
Epoch:1/30: step:100, lr:0.0017426455, loss:0.22372067, pMS_max:0.851931, pMS_min:0.019304603, elapsed_time:0:00:29.359811
Epoch:16/30: step:2500, lr:6.390065e-05, loss:0.094003506, pMS_max:0.93046993, pMS_min:0.01244238, elapsed_time:0:09:25.721030

Epoch:17/30: step:2600, lr:5.567807e-05, loss:0.09614971, pMS_max:0.92977655, pMS_min:0.012654126, elapsed_time:0:09:48.308510

Epoch:17/30: step:2700, lr:4.851358e-05, loss:0.09277951, pMS_max:0.93024194, pMS_min:0.012488216, elapsed_time:0:10:10.445923

Epoch:18/30: step:2800, lr:4.2270967e-05, loss:0.09214656, pMS_max:0.9299395, pMS_min:0.012797058, elapsed_time:0:10:32.993599

Epoch:18/30: step:2900, lr:3.6831654e-05, loss:0.094286546, pMS_max:0.93070877, pMS_min:0.012783259, elapsed_time:0:10:54.951600

Epoch:19/30: step:3000, lr:3.209225e-05, loss:0.09265648, pMS_max:0.93058276, pMS_min:0.012558997, elapsed_time:0:11:17.564832

Epoch:20/30: step:3100, lr:2.7962698e-05, loss:0.09453294, pMS_max:0.93096125, pMS_min:0.012853891, elapsed_time:0:11:40.030654

Epoch:20/30: step:3200, lr:2.4364546e-05, loss:0.090411805, pMS_max:0.93171763, pMS_min:0.012627512, elapsed_time:0:12:02.103446

Epoch:21/30: step:3300, lr:2.1229376e-05, loss:0.090475455, pMS_max:0.93118685, pMS_min:0.012694746, elapsed_time:0:12:24.620609

Epoch:21/30: step:3400, lr:1.8497638e-05, loss:0.09315249, pMS_max:0.93111926, pMS_min:0.01275292, elapsed_time:0:12:46.638667

Epoch:22/30: step:3500, lr:1.6117414e-05, loss:0.09239197, pMS_max:0.9312476, pMS_min:0.012784988, elapsed_time:0:13:09.344133

Epoch:23/30: step:3600, lr:1.4043463e-05, loss:0.092541605, pMS_max:0.9307339, pMS_min:0.012961656, elapsed_time:0:13:31.899666

Epoch:23/30: step:3700, lr:1.2236388e-05, loss:0.0922081, pMS_max:0.9306371, pMS_min:0.012858778, elapsed_time:0:13:54.026256

Epoch:24/30: step:3800, lr:1.066184e-05, loss:0.094191946, pMS_max:0.9313077, pMS_min:0.012925416, elapsed_time:0:14:16.692253

Epoch:25/30: step:3900, lr:9.289908e-06, loss:0.091764756, pMS_max:0.93155825, pMS_min:0.012968481, elapsed_time:0:14:39.169458

Epoch:25/30: step:4000, lr:8.094505e-06, loss:0.092174515, pMS_max:0.9308744, pMS_min:0.012858778, elapsed_time:0:15:01.345596

Epoch:26/30: step:4100, lr:7.052926e-06, loss:0.092661984, pMS_max:0.931667, pMS_min:0.012964308, elapsed_time:0:15:23.985955

Epoch:26/30: step:4200, lr:6.145375e-06, loss:0.09063704, pMS_max:0.9312046, pMS_min:0.013036609, elapsed_time:0:15:45.918729

Epoch:27/30: step:4300, lr:5.354603e-06, loss:0.09000903, pMS_max:0.9315628, pMS_min:0.012986392, elapsed_time:0:16:08.520501

Epoch:28/30: step:4400, lr:4.6655878e-06, loss:0.091197595, pMS_max:0.93127775, pMS_min:0.013069481, elapsed_time:0:16:30.705805

Epoch:28/30: step:4500, lr:4.065231e-06, loss:0.09025686, pMS_max:0.9312958, pMS_min:0.0130063, elapsed_time:0:16:52.382439

Epoch:29/30: step:4600, lr:3.54213e-06, loss:0.09127087, pMS_max:0.93175614, pMS_min:0.013104349, elapsed_time:0:17:14.523004

Epoch:30/30: step:4700, lr:3.0863373e-06, loss:0.09211327, pMS_max:0.9314288, pMS_min:0.013010979, elapsed_time:0:17:36.756565

Epoch:30/30: step:4800, lr:2.6891958e-06, loss:0.09080391, pMS_max:0.93168426, pMS_min:0.013081312, elapsed_time:0:17:58.408844

Epoch:30/30: step:4860, lr:2.4758808e-06, loss:0.09307282, pMS_max:0.93181574, pMS_min:0.013130277, elapsed_time:0:18:11.414099

